ImageFiles,Show Attend And Tell,Novel Object Captioner,Decoupled Novel Object Captioner,Object Classes per Image,Object Instances per Image,Length of Caption
b00003295_21i57n_20150517_191316e.jpg,a man holding a cell phone in his hand.,A man is holding a cell phone while standing in a car.,a man and woman sitting on a person,1,1,"[9, 12, 8]"
b00000882_21i57n_20150518_130452e.jpg,a person sitting on a couch with a laptop.,A person is holding a remote control in their hand.,a cup with a toothbrush and a toothbrush,1,1,"[9, 10, 8]"
b00004754_21i57n_20150522_132913e.jpg,a man sitting in a chair with a dog.,A woman sitting on a bench with a dog on her back.,a man and a woman sitting on a person,1,3,"[9, 12, 9]"
b00000341_21i57n_20150518_001518e.jpg,a man and a woman are looking at a cell phone.,A man in a white shirt and a black shirt and a white shirt and a black and white photo.,a man in a room with a bird,3,5,"[11, 20, 8]"
b00000476_21i57n_20150526_140515e.jpg,a woman standing in front of a refrigerator.,A woman in a kitchen with a brown teddy bear.,a woman is holding a tv in her hand,3,3,"[8, 10, 9]"
b00000351_21i57n_20150525_211914e.jpg,a group of people sitting around a table.,A group of people sitting around a table eating.,a group of people sitting around a table with food,2,6,"[8, 9, 10]"
b00004729_21i57n_20150522_131334e.jpg,a man standing next to a man in a park.,A man is standing in front of a large building.,a young boy is standing in a field,1,2,"[10, 10, 8]"
b00000572_21i57n_20150526_150820e.jpg,a man sitting at a table with a laptop.,A man in a kitchen with a large metal partition.,a man is standing in front of a cup,1,4,"[9, 10, 9]"
b00002778_21i57n_20150517_152326e.jpg,a man is standing next to a car.,A man in a car is talking on a cell phone.,a man is standing next to a car,3,4,"[8, 11, 8]"
b00000580_21i57n_20150508_130048e.jpg,a man standing in front of a television holding a remote.,A man in a black shirt and a black and white image of a man in a black and white photo.,a man is standing in front of a person,1,5,"[11, 21, 9]"
b00003029_21i57n_20150517_172304e.jpg,a man walking down a street next to a bus.,A man is walking down a street with a backpack.,a city street with a person and a person,1,4,"[10, 10, 9]"
b00004324_21i57n_20150521_233235e.jpg,a motorcycle is parked next to a building.,A bike is parked on the side of the street.,a bicycle parked on the side of a street,1,1,"[8, 10, 9]"
b00000337_21i57n_20150525_210954e.jpg,a group of people sitting around a table.,A group of people sitting around a table with a wine glass.,a group of people sitting around a table with a bicycle,4,10,"[8, 12, 11]"
b00000066_21i57n_20150517_215355e.jpg,a group of people sitting at a table with a cake.,A group of people sitting at a table with food.,a man is sitting at a table with a plate of food,4,6,"[11, 10, 12]"
b00005721_21i57n_20150524_030438e.jpg,a woman is holding a glass of wine.,A man standing in a room with a cell phone.,a man is playing a video game in a living room,1,5,"[8, 10, 11]"
b00002952_21i57n_20150517_164846e.jpg,a man sitting at a table with a plate of food.,A man is sitting at a table with a plate of food.,a man is eating a pizza with a pizza,2,5,"[11, 12, 9]"
b00002559_21i57n_20150517_135602e.jpg,a person holding a kite in the air.,A person holding a white top is on a beach.,a man holding a kite on a beach,1,3,"[8, 10, 8]"
b00004587_21i57n_20150522_014900e.jpg,a man is sitting on a skateboard in the street.,A man in a black shirt and white shirt and a black and white photo.,a man is riding a cup down a street,2,3,"[10, 15, 9]"
b00005418_21i57n_20150523_135611e.jpg,a person riding a bike down a street.,A man riding a bike down a street next to a dog.,a man is riding a bicycle down a street,3,6,"[8, 12, 9]"
b00002804_21i57n_20150517_153420e.jpg,a city street filled with lots of buildings.,A street with a tall building and a red double decker city.,a person is driving down a street with a person,2,4,"[8, 12, 10]"
b00002562_21i57n_20150517_135715e.jpg,a couple of boats sitting on top of a beach.,A person sitting on a beach near a surf board.,a kite sitting on a beach next to a beach,1,1,"[10, 10, 10]"
b00000243_21i57n_20150517_232045e.jpg,a couple of people sitting in a bathroom.,A man in a kitchen with a plate of food.,a man is sitting at a table with a bicycle,5,8,"[8, 10, 10]"
b00002540_21i57n_20150517_134839e.jpg,a person on a beach with a kite.,A person on a beach flying a kite.,a man is walking on the beach with a kite,1,3,"[8, 8, 10]"
b00000394_21i57n_20150518_083105e.jpg,a living room filled with lots of furniture.,A man in a red shirt and a black shirt and a red shirt and a red shirt.,a man in a person is looking at a person,0,0,"[8, 18, 10]"
b00002541_21i57n_20150517_134902e.jpg,a person on a beach flying a kite.,A person on a beach flying a kite.,a person flying a kite on a beach,1,3,"[8, 8, 8]"
b00002807_21i57n_20150517_153537e.jpg,a group of people riding bikes down a street.,A group of people are walking down a street.,a city street with people walking down the street,2,3,"[9, 9, 9]"
b00000747_21i57n_20150518_121556e.jpg,a person standing in front of a refrigerator.,A man in a red shirt is standing in a kitchen.,a man is sitting at a table with a cup,2,2,"[8, 11, 10]"
b00002969_21i57n_20150517_165627e.jpg,a man is flying a kite in a park.,A man is holding a green and white frisbee.,a man is jumping in the air with a bicycle,2,3,"[9, 9, 10]"
b00000312_21i57n_20150525_205327e.jpg,a group of people standing around a table.,A group of people standing around a table with food.,a group of people sitting around a table with food,5,11,"[8, 10, 10]"
b00002584_21i57n_20150517_140601e.jpg,a person on a beach with a surfboard.,A person on a skateboard is in the air.,a kite on a beach with a kite on the beach,2,2,"[8, 9, 11]"
b00003032_21i57n_20150517_172431e.jpg,a man standing in front of a large building.,A man is sitting on a street with a large white dog.,a person tower with a chair on the top of it,3,7,"[9, 12, 11]"
b00002577_21i57n_20150517_140309e.jpg,two people standing on the beach with a surfboard.,A man holding a kite in the middle of a beach.,a man is riding a kite on a beach,2,3,"[9, 11, 9]"
b00000450_21i57n_20150518_085036e.jpg,a person standing in front of a microwave.,A man in a bathroom with a toilet and a sink.,a vase with a vase and a vase,1,1,"[8, 11, 8]"
b00000367_21i57n_20150518_002745e.jpg,a woman holding a nintendo wii game controller.,A woman standing in a bathroom holding a wii remote.,a man in a black shirt and a cell phone,2,3,"[8, 10, 10]"
b00001349_21i57n_20150509_114037e.jpg,a man standing next to a man holding a wii controller.,A man is standing in the middle of a room.,a man standing in front of a chair,2,5,"[11, 10, 8]"
b00003075_21i57n_20150517_174415e.jpg,a person holding a cell phone in front of a building.,A man is holding a large piece of green and white dog.,a man is standing on a bench in a park,2,2,"[11, 12, 10]"
b00002550_21i57n_20150517_135230e.jpg,a person on a beach with a surfboard.,A man is sitting on a beach with a surfboard.,a man on a beach holding a kite,1,2,"[8, 10, 8]"
b00000331_21i57n_20150525_210616e.jpg,a group of people sitting around a table.,A group of people sitting around a table with plates of food.,a group of people sitting around a table with food,6,11,"[8, 12, 10]"
b00005581_21i57n_20150523_172512e.jpg,a group of people riding bikes down a road.,A man riding a bicycle down a road next to a man on a bike.,a man riding a bike down a street,2,7,"[9, 15, 8]"
b00004288_21i57n_20150521_231609e.jpg,a person standing on a sidewalk with a cell phone.,A man is sitting on a bench with a racket.,a man is holding a cell phone in his hand,2,2,"[10, 10, 10]"
b00002338_21i57n_20150509_192436e.jpg,a person riding a bike down a road.,A person is standing in the grass with a large umbrella.,a man riding a bicycle down a dirt road,2,4,"[8, 11, 9]"
b00004248_21i57n_20150521_154859e.jpg,a city street with a clock on the side of it.,A man is sitting on a bench in the middle of a city.,a person is parked on the side of a road,1,1,"[11, 13, 10]"
b00000241_21i57n_20150525_182427e.jpg,a group of people walking down a street.,A street sign with a street light and a city street.,a person is parked on a city street,4,5,"[8, 11, 8]"
b00000297_21i57n_20150525_204349e.jpg,a group of people sitting at a table.,A group of people sitting around a table with plates of food.,a group of people sitting around a table with food,5,10,"[8, 12, 10]"
b00002949_21i57n_20150517_164726e.jpg,a couple of people sitting at a table eating food.,A woman is sitting at a table with a plate of food.,a man is eating a pizza with a pizza,3,6,"[10, 12, 9]"
b00002662_21i57n_20150517_143501e.jpg,a person on a surfboard in the ocean.,A large airplane is on a window at the beach.,a person is flying over a beach with a kite,0,0,"[8, 10, 10]"
b00000879_21i57n_20150518_130450e.jpg,a person holding a hot dog in a hand.,A person holding a hand holding a cup of coffee.,a person holding a cup in a person,1,2,"[9, 10, 8]"
b00000657_21i57n_20150526_155601e.jpg,a group of men standing next to each other.,A man is standing in the middle of a room.,a man in a suit and bicycle standing in front of a bicycle,1,3,"[9, 10, 13]"
b00000269_21i57n_20150525_202448e.jpg,a group of people standing around a building.,A man is standing in front of a building with a bat.,a man standing in front of a building with a bottle,2,5,"[8, 12, 11]"
b00000617_21i57n_20150526_153350e.jpg,a man sitting at a desk with a laptop.,A large white airplane sitting on top of a kitchen counter.,a person sitting on a desk in a room,0,0,"[9, 11, 9]"
b00002991_21i57n_20150517_170524e.jpg,a couple of people standing next to each other.,A woman is talking on her phone while talking on her phone.,a man and woman are playing a game of bicycle,1,2,"[9, 12, 10]"
b00001899_21i57n_20150509_160631e.jpg,a group of people standing next to each other.,A woman holding a cell phone while standing in a parking lot.,a group of people standing around a tree,1,4,"[9, 12, 8]"
b00001495_21i57n_20150509_125402e.jpg,a group of people standing next to each other.,A man standing in front of a wall holding a skateboard.,a man in a suit and bicycle standing on a sidewalk,1,4,"[9, 11, 11]"
b00004621_21i57n_20150522_020205e.jpg,a group of people standing in a room.,A group of people sitting around a table with a bunch of food.,a group of people sitting around a table with a bicycle,2,6,"[8, 13, 11]"
b00005245_21i57n_20150523_010041e.jpg,"a bathroom with a sink, toilet, and sink.",A bathroom with a sink toothbrush and toothbrush in it.,a cup is sitting in a bathroom cup,1,1,"[8, 10, 8]"
b00000650_21i57n_20150526_155117e.jpg,a group of people standing around a table.,A group of people sitting around a table with food.,a man and woman are preparing food in a kitchen,4,10,"[8, 10, 10]"
b00000290_21i57n_20150525_203840e.jpg,a couple of people standing next to each other.,A man and a woman are standing in a small room.,a man and woman are standing in a room,2,5,"[9, 11, 9]"
b00000422_21i57n_20150526_132920e.jpg,a man is standing in front of a building.,A large group of people are sitting in the grass.,a man standing in a field with a truck,3,6,"[9, 10, 9]"
b00002539_21i57n_20150517_134816e.jpg,a couple of people standing on top of a beach.,A man standing on a beach holding a green frisbee.,a man riding a umbrella on a beach,1,3,"[10, 10, 8]"
b00002839_21i57n_20150510_162803e.jpg,a house with a red fire hydrant on the side of it.,A person is sitting on a bench in the grass.,a person is sitting on a bicycle in a park,0,0,"[12, 10, 10]"
b00002652_21i57n_20150510_000116e.jpg,a man holding a nintendo wii game controller.,A man is standing in the middle of a room.,a man and woman are standing in front of a bicycle,1,2,"[8, 10, 11]"
b00004950_21i57n_20150512_131409e.jpg,a man in a suit and tie standing in front of a building.,A man in a suit and tie standing in front of a building.,a man in a suit and bench standing in a park,2,2,"[13, 13, 11]"
b00002601_21i57n_20150517_141253e.jpg,a person laying on the beach with a surfboard.,A person laying on a beach near a beach.,a boat sitting on a beach next to a beach,2,2,"[9, 9, 10]"
b00003042_21i57n_20150517_172925e.jpg,a man is holding a cell phone in his hand.,A man is holding a cell phone while standing in the street.,a man is holding a cell phone in his hand,3,7,"[10, 12, 10]"
b00000343_21i57n_20150518_001620e.jpg,a man in a red shirt is taking a picture.,A woman in a kitchen with a large window.,a man sitting at a table with a dining table,2,3,"[10, 9, 10]"
b00004249_21i57n_20150521_154926e.jpg,a wooden bench sitting in front of a building.,A man is sitting on a bench with a large tree in the background.,a bicycle is parked on the side of a road,2,6,"[9, 14, 10]"
b00004244_21i57n_20150521_154704e.jpg,a couple of people standing in a kitchen.,A group of people sitting at a table with a laptop.,a man standing in a kitchen with a dining table,2,3,"[8, 11, 10]"
b00004719_21i57n_20150522_130708e.jpg,a group of people standing next to each other.,A man standing in front of a door holding a cell phone.,a man in a suit and bicycle walking down a street,1,2,"[9, 12, 11]"
b00000414_21i57n_20150526_132413e.jpg,a group of people standing on top of a lush green field.,A man is sitting on a bench in the middle of a road.,a person is parked on the side of a road,1,3,"[12, 13, 10]"
b00002995_21i57n_20150517_170703e.jpg,a man holding a cell phone in his hand.,A man holding a cell phone while standing in a park.,a man in a black shirt and a cell phone,3,4,"[9, 11, 10]"
b00000307_21i57n_20150525_205018e.jpg,a group of people standing around a table.,A group of people standing around a table with food.,a group of people sitting around a table with food,6,13,"[8, 10, 10]"
b00000326_21i57n_20150518_000824e.jpg,a group of people sitting at a table with wine glasses.,A man in a kitchen with a large window.,a man is standing in front of a mirror,4,7,"[11, 9, 9]"
b00002531_21i57n_20150517_134457e.jpg,a view of a beach with a mountain.,A person is sitting on a bench in the sun.,a kite on a beach with a kite on the beach,2,3,"[8, 10, 11]"
b00000661_21i57n_20150518_114018e.jpg,a group of people standing around a table.,A man is standing in front of a dinner table.,a group of people standing around a table,2,5,"[8, 10, 8]"
b00000268_21i57n_20150525_202413e.jpg,a group of people standing next to each other.,A man is walking down a street with a dog.,a man is standing next to a chair,2,4,"[9, 10, 8]"
b00005714_21i57n_20150524_021834e.jpg,a man standing in front of a television.,A blurry image of a person in a hat and a hat.,a man is taking a picture of a person,2,3,"[8, 12, 9]"
b00000252_21i57n_20150525_201330e.jpg,a group of people standing around a table with food.,A man and a woman are standing in a outdoor table.,a group of people sitting around a table with food,5,10,"[10, 11, 10]"
b00002632_21i57n_20150517_142156e.jpg,a person is flying a kite on the beach.,A man is flying a kite on a sandy beach.,a kite flying a kite on a beach,1,2,"[9, 10, 8]"
b00000214_21i57n_20150517_230651e.jpg,a couple of people sitting at a table.,A man is sitting at a table with a plate of food.,a man is sitting at a table with a wine glass,4,7,"[8, 12, 11]"
b00004679_21i57n_20150522_022243e.jpg,a person is sitting on the side of a car.,A man in a dark shirt is talking on a cell phone.,a person is sitting on a bicycle in a room,0,0,"[10, 12, 10]"
b00001816_21i57n_20150519_085719e.jpg,a person sitting on a couch with a laptop.,A person holding a cell phone in their hand.,a person is laying on a person with a person,0,0,"[9, 9, 10]"
b00004320_21i57n_20150521_233055e.jpg,a man riding a bike down a street.,A man in a black jacket and a motorcycle with a large black dog on his back.,a group of people riding bikes down a street,2,4,"[8, 17, 9]"
b00004627_21i57n_20150522_020444e.jpg,a person sitting on a bench with a laptop.,A man sitting at a table with a laptop in his lap.,a man is sitting at a table with a knife,1,4,"[9, 12, 10]"
b00002905_21i57n_20150517_161613e.jpg,a person is sitting at a table with a cake.,A man is sitting on a white chair in front of a window.,a man sitting at a table with a cup,2,2,"[10, 13, 9]"
b00001138_21i57n_20150508_171214e.jpg,a view of a train on a train track.,A black and white photo of a train on a train.,a chair is parked on the side of a building,1,1,"[9, 11, 10]"
b00002972_21i57n_20150517_165743e.jpg,a person is flying a kite in a park.,A man is holding a large green green and white frisbee.,a person is flying a bicycle in the park,1,1,"[9, 11, 9]"
b00004399_21i57n_20150522_001127e.jpg,a group of people sitting at a table.,A man is sitting on a motorcycle in the middle of the road.,a man is sitting at a table with a bicycle,3,4,"[8, 13, 10]"
b00000423_21i57n_20150525_221255e.jpg,a group of people sitting in a living room.,A man in a kitchen with a large mirror.,a room with a person and a person,2,7,"[9, 9, 8]"
b00005120_21i57n_20150522_220134e.jpg,a group of people sitting at a table with wine glasses.,A man in a blue shirt is preparing food in a large kitchen.,a man is sitting at a table with a wine glass,4,8,"[11, 13, 11]"
b00001182_21i57n_20150508_203138e.jpg,a man and a woman are standing in a room.,A man in a car looking at a cell phone.,a man in a suit and car is looking at a car,2,4,"[10, 10, 12]"
b00004322_21i57n_20150521_233146e.jpg,a bus that is on the side of the road.,A street scene with cars and a clock on the side of it.,a bicycle is driving down a street with a bicycle on it,1,1,"[10, 13, 12]"
b00004767_21i57n_20150522_133758e.jpg,a man holding a hot dog on a bun.,A man is sitting on a white and blue shirt and a white shirt and a white shirt and a white shirt.,a man is sitting on a dining table with a person,1,2,"[9, 22, 11]"
b00000653_21i57n_20150526_155321e.jpg,a group of people sitting at a table.,A man is eating a cake with a large knife.,a man and woman sitting at a table with food,5,12,"[8, 10, 10]"
b00004920_21i57n_20150512_130139e.jpg,a train traveling down the tracks near a river.,A train is traveling down the tracks near a bridge.,a person is sitting on the side of a road,1,1,"[9, 10, 10]"
b00002975_21i57n_20150517_165857e.jpg,a man is playing frisbee in a park.,A man is standing on a skateboard in the air.,a man is jumping a bicycle in the air,2,5,"[8, 10, 9]"
b00004525_21i57n_20150522_011440e.jpg,a group of people standing around a table.,A man in a kitchen with a large window.,a man is sitting in a bowl with a bowl,2,3,"[8, 9, 10]"
b00002675_21i57n_20150517_144020e.jpg,a person holding a kite in the air.,A person on a boat in the water with a unk.,a man flying a kite in the sky,1,1,"[8, 11, 8]"
b00003009_21i57n_20150517_171409e.jpg,a man standing in front of a brick building.,A man is standing in front of a clock.,a man is standing on a handbag in a park,2,2,"[9, 9, 10]"
b00001522_21i57n_20150518_174242e.jpg,a person is standing in the back of a truck.,A man is standing in the middle of a train.,a man is standing in front of a train,1,1,"[10, 10, 9]"
b00000155_21i57n_20150517_223726e.jpg,a man sitting at a table with a laptop.,A man is sitting on a table with a cake in his hand.,a man is sitting on a bicycle in a room,4,5,"[9, 13, 10]"
b00002580_21i57n_20150517_140423e.jpg,a person is holding a piece of pizza.,A close up of a person holding a black and white photo.,a person holding a bicycle in their hand,1,2,"[8, 12, 8]"
b00002971_21i57n_20150517_165719e.jpg,a woman is standing next to a train.,A woman is standing in front of a large clock.,a man and a woman are standing in a field,2,3,"[8, 10, 10]"
b00004925_21i57n_20150512_130343e.jpg,a couple of people standing next to each other.,A woman is holding a dog in a park.,a young boy is playing with a bicycle,2,3,"[9, 9, 8]"
b00004721_21i57n_20150522_130834e.jpg,a woman standing in front of a large window.,A man standing in front of a window holding a nintendo wii game.,a man and woman standing in a room with a bed,1,2,"[9, 13, 11]"
b00002271_21i57n_20150509_184820e.jpg,a group of people sitting at a table.,A woman sitting at a table with a glass of wine.,a man is sitting at a table with a bottle,3,6,"[8, 11, 10]"
b00000873_21i57n_20150518_130429e.jpg,a kitchen with a refrigerator and a refrigerator.,A white refrigerator with a red and white board.,a bathroom with a cup and a mirror,0,0,"[8, 9, 8]"
b00004575_21i57n_20150522_014101e.jpg,a woman sitting in a car talking on a cell phone.,A man in a car is pulling a car.,a man is sitting in a bicycle looking at a bicycle,1,5,"[11, 9, 11]"
b00000388_21i57n_20150518_082758e.jpg,a group of people riding bikes down a street.,A man riding a bike down a street next to a man.,a group of people riding bikes down a street,3,11,"[9, 12, 9]"
b00000249_21i57n_20150525_201134e.jpg,a couple of people standing next to each other.,A man standing in front of a building with a large window.,a man standing next to a building with a bicycle,1,4,"[9, 12, 10]"
b00000447_21i57n_20150518_084915e.jpg,a person sitting on a bench in front of a train.,A man in a red shirt and a black and white shirt and a red shirt and a white shirt.,a vase sitting in a room with a vase,2,4,"[11, 20, 9]"
b00003074_21i57n_20150510_181700e.jpg,a woman and a woman standing next to a bike.,A group of people standing around a table with a large green kite.,a group of people sitting on a bicycle,2,7,"[10, 13, 8]"
b00000654_21i57n_20150526_155356e.jpg,a man standing at a table with a pizza.,A man is preparing to eat a cake at a table.,a man is preparing food in a kitchen,4,11,"[9, 11, 8]"
b00002597_21i57n_20150517_141116e.jpg,a person on a beach flying a kite.,A person on a beach with a kite in the air.,a man is walking on the beach with a kite,1,1,"[8, 11, 10]"
b00002505_21i57n_20150517_133413e.jpg,a couple of trucks parked in a parking lot.,A graveled truck with a camper parked on the side of the road.,a bus is parked in the sand near a beach,2,2,"[9, 13, 10]"
b00000196_21i57n_20150517_225738e.jpg,a group of people standing in a room.,A man in a bathroom with a large mirror.,a person is standing in front of a person,1,2,"[8, 9, 9]"
b00005126_21i57n_20150522_220536e.jpg,a group of people standing around a table.,A man in a black shirt and a black and white photo.,a group of people sitting around a table,4,8,"[8, 12, 8]"
b00002319_21i57n_20150519_155156e.jpg,a kitchen with a refrigerator and a refrigerator.,A large white and blue double unk bus on a city street.,a kitchen with a sink and a sink,3,7,"[8, 12, 8]"
b00001421_21i57n_20150509_121844e.jpg,a group of people standing next to each other.,A group of people standing around a table with a bunch of unk.,a group of people standing around a tree,1,5,"[9, 13, 8]"
b00005683_21i57n_20150523_223431e.jpg,a bathroom with a sink and a sink.,A bathroom with a bathtub and a bathtub.,a bathroom with a person and a person,3,3,"[8, 8, 8]"
b00000243_21i57n_20150525_182556e.jpg,a street scene with a bus and a car.,A street sign on a city street with a car parked in the background.,a man is walking down the street with a traffic light,3,3,"[9, 14, 11]"
b00004795_21i57n_20150522_135553e.jpg,a person using a laptop computer on a table.,A man is sitting on a desk in front of a laptop.,a person is sitting on a cell phone computer,2,3,"[9, 12, 9]"
b00000255_21i57n_20150525_201524e.jpg,a man and a woman eating a hot dog.,A man is talking on a cell phone.,a man and woman are standing in front of a chair,3,4,"[9, 8, 11]"
b00000025_21i57n_20150517_213437e.jpg,a group of people standing around a table.,A group of people at a table with wine glasses and a wine glass.,a man is sitting at a table with a bottle,5,7,"[8, 14, 10]"
b00002575_21i57n_20150517_140222e.jpg,a man on a beach with a frisbee.,A man standing on a beach holding a surf board.,a man is walking on the beach with a kite,1,1,"[8, 10, 10]"
b00000352_21i57n_20150525_211953e.jpg,a group of people sitting around a table.,A man in a white shirt and a black and white photo.,a group of people sitting around a table with a bowl,2,5,"[8, 12, 11]"
b00000323_21i57n_20150525_210025e.jpg,two men standing next to each other in a park.,A man is standing in the middle of a field.,a man and woman are sitting on a bicycle,1,3,"[10, 10, 9]"
b00000264_21i57n_20150525_202130e.jpg,a group of people standing in front of a building.,A man is walking down a street with a backpack.,a woman sitting on a chair with a chair,3,6,"[10, 10, 9]"
b00002533_21i57n_20150517_134553e.jpg,a view of a beach with a blue sky.,A large white and blue airplane is on a wooden table.,a kite is flying over the ocean with a kite,2,4,"[9, 11, 10]"
b00004943_21i57n_20150512_131114e.jpg,a couple of people walking on a sidewalk.,A man riding a skateboard down a street.,a man riding a bicycle down a street,1,3,"[8, 8, 8]"
b00002438_21i57n_20150509_222412e.jpg,a group of people sitting at a table eating food.,A man in a restaurant eating pizza at a restaurant with a man and a man.,a man and woman are cutting a bicycle,2,6,"[10, 16, 8]"
b00002516_21i57n_20150509_225726e.jpg,a man and a woman standing in a kitchen.,A man standing in front of a table holding a wii remote.,a man standing in a kitchen with a bicycle,2,10,"[9, 12, 9]"
b00003026_21i57n_20150517_172143e.jpg,a group of people walking down a street.,A group of people walking down a street with a double-decker.,a group of people walking down a street,1,3,"[8, 11, 8]"
b00004788_21i57n_20150522_135119e.jpg,a view of a train station with many windows.,A large white and black train on a long long table.,a bicycle with a bicycle in it is sitting on a bicycle,0,0,"[9, 11, 12]"
b00001821_21i57n_20150519_090009e.jpg,a man standing in front of a window.,A man in a red shirt and a white shirt and a white shirt and a white shirt and a white shirt.,a man is taking a picture of himself in a mirror,1,1,"[8, 22, 11]"
b00000263_21i57n_20150517_233028e.jpg,a man sitting at a table with a plate of food.,A man is sitting at a table with a plate of food.,a man sitting at a table with a wine glass,3,5,"[11, 12, 10]"
b00001243_21i57n_20150509_105448e.jpg,a group of people standing next to each other.,A man in a suit and tie is standing in a room.,a man and woman are standing in a room,2,5,"[9, 12, 9]"
b00000642_21i57n_20150518_113154e.jpg,a group of people standing around a table.,A man in a restaurant looking at a restaurant.,a group of people standing around a table,2,5,"[8, 9, 8]"
b00000311_21i57n_20150525_205249e.jpg,a group of people sitting around a table.,A group of people standing around a table with food.,a group of people sitting around a table with food,5,10,"[8, 10, 10]"
b00002967_21i57n_20150517_165539e.jpg,a man standing on top of a lush green field.,A man is standing on a skateboard in the middle of a park.,a man is throwing a bicycle in a park,2,4,"[10, 13, 9]"
b00001420_21i57n_20150509_121819e.jpg,a group of people standing next to each other.,A man holding a frisbee in his hand.,a group of people standing around a street,1,5,"[9, 8, 8]"
b00001514_21i57n_20150509_130235e.jpg,a man is sitting in a chair with a laptop.,A man is sitting in a chair with a cellphone.,a man sitting on a person with a person,1,1,"[10, 10, 9]"
b00004789_21i57n_20150522_135203e.jpg,a small room with a bed and a table.,A white toilet sitting inside of a bathroom.,a person is sitting on a bicycle in a room,0,0,"[9, 8, 10]"
b00004373_21i57n_20150521_235724e.jpg,a person holding a knife on a cutting board.,A person is sitting on a table with a plate of food.,a bowl is sitting on a table with a bowl,4,5,"[9, 12, 10]"
b00004418_21i57n_20150522_002029e.jpg,a man sitting at a table with a plate of food.,A man is eating a plate of food with a glass of wine.,a man is eating a bicycle with a person,3,4,"[11, 13, 9]"
b00004622_21i57n_20150522_020231e.jpg,a man sitting at a table with a laptop.,A group of people are standing in a room.,a group of people sitting around a table,1,6,"[9, 9, 8]"
b00000748_21i57n_20150518_121557e.jpg,a woman standing in a kitchen with a refrigerator.,A man in a red shirt and a white shirt and a red tie.,a woman standing in a doorway looking at a car,1,1,"[9, 14, 10]"
b00003179_21i57n_20150520_123319e.jpg,a group of people sitting at a table.,A man is sitting at a table with a laptop.,a man sitting at a table with a cup,2,7,"[8, 10, 9]"
b00002598_21i57n_20150517_141139e.jpg,a beach scene with a beach and a beach.,A man on a beach flying a kite.,a boat on a beach with a boat on the beach,2,3,"[9, 8, 11]"
b00000861_21i57n_20150518_130256e.jpg,a view of a bathroom with a window.,A white toilet sitting in a bathroom next to a window.,a bowl with a cell phone and a cell phone,0,0,"[8, 11, 10]"
b00002552_21i57n_20150517_135316e.jpg,a woman standing on a beach holding a surfboard.,A man is standing on a snowboard in the snow.,a man is standing on a beach with a handbag,3,3,"[9, 10, 10]"
b00002926_21i57n_20150517_163657e.jpg,a man sitting at a table with a laptop.,A man is sitting on a table with a laptop.,a man is sitting on a chair with a chair,2,3,"[9, 10, 10]"
b00004757_21i57n_20150522_133111e.jpg,a man sitting on top of a blue boat.,A man is sitting on a bed with a dog.,a woman is sitting on a dining table with a dining table,1,2,"[9, 10, 12]"
b00000451_21i57n_20150518_085104e.jpg,a view of a room with a large window.,A large white and black cat sitting on a window.,a train with a train in it,0,0,"[9, 10, 7]"
b00004351_21i57n_20150521_234715e.jpg,a person holding a glass of wine on a table.,A woman in a white shirt and a white table topped with a large glass of wine.,a group of people sitting around a table,2,7,"[10, 17, 8]"
b00000094_21i57n_20150517_220737e.jpg,a group of people sitting at a table.,A man sitting at a table with a plate of food.,a man sitting at a table with a plate of food,4,7,"[8, 11, 11]"
b00001191_21i57n_20150508_203603e.jpg,a man standing next to a man holding a cell phone.,A man in a car is taking a picture of a man in a car.,a man is taking a picture of himself in the mirror,2,5,"[11, 15, 11]"
b00002494_21i57n_20150519_172314e.jpg,a man sitting at a table with a laptop.,A man in a kitchen with a large window.,a man sitting at a table with a laptop,3,4,"[9, 9, 9]"
b00000760_21i57n_20150518_121824e.jpg,a woman is sitting at a table with a laptop.,A man is sitting on a chair with his hand in his hand.,a man is sitting at a table with a chair,2,8,"[10, 13, 10]"
b00004769_21i57n_20150522_133910e.jpg,a couple of people sitting on top of a bench.,A woman is sitting on a bench with a dog.,a woman sitting on a dining table with a dining table,1,2,"[10, 10, 11]"
b00000256_21i57n_20150517_232654e.jpg,a man sitting at a table with a glass of wine.,A man is sitting at a table with a plate of food.,a man sitting at a table with a wine glass,4,7,"[11, 12, 10]"
b00004794_21i57n_20150522_135513e.jpg,a person is using a laptop computer.,A man is sitting on a desk in a small room.,a tv is sitting on a tv computer,2,2,"[7, 11, 8]"
b00002626_21i57n_20150517_142101e.jpg,a view of a beach with a beach.,A man is sitting on a boat in the water.,a kite is flying over the ocean with a person,0,0,"[8, 10, 10]"
b00003052_21i57n_20150517_173358e.jpg,a red and white bus driving down a street.,A man is moving down a street with a double-decker bus.,a car is driving down a street with a car,3,7,"[9, 11, 10]"
b00001373_21i57n_20150509_115125e.jpg,a group of people standing in a room.,A man standing in a room with a wii remote.,a man and woman standing in front of a cup,1,4,"[8, 10, 10]"
b00004596_21i57n_20150522_015331e.jpg,a group of people sitting around a table.,A man in a kitchen with a large window.,a man is sitting in a cup with a cup,3,9,"[8, 9, 10]"
b00000298_21i57n_20150525_204426e.jpg,a group of people standing next to each other.,A man standing next to a man in a park.,a group of people standing around a chair,3,7,"[9, 10, 8]"
